,,time,Unnamed: 0,time.4,time.3,time.2,time.1,5.03 BN – Nordbrücke (Südseite),5.04 BN – Nordbrücke (Nordseite),5.05 BN - Südbrücke (Südseite),5.06 BN – Südbrücke (Nordseite),5.07 BN - Estermannufer,5.10 BN – Bröhltalweg,5.11 BN - Brühler Straße,5.08 BN - Von-Sandt-Ufer,5.09 BN - Rhenusallee,5.01 BN – Kennedybrücke (Nordseite),5.02 BN - Kennedybrücke (Südseite) Barometer,Kennedybrücke,5.14 BN - Mc Cloy Weg,5.15 BN - Weg auf Damm Neil,5.13 BN - Wilhelm-Spiritus-Ufer,Südbrücke,Nordbrücke
12394,12394,12394,12394,12394,12394,12394,10.05.2019 03:30,0,0,0,0,0,0,2,0,0,1,4,5,0,0,0,0,0
12395,12395,12395,12395,12395,12395,12395,10.05.2019 03:45,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0
12396,12396,12396,12396,12396,12396,12396,10.05.2019 04:00,0,0,0,0,0,0,1,1,0,1,3,4,0,1,0,0,0
12397,12397,12397,12397,12397,12397,12397,10.05.2019 04:15,0,0,0,0,0,0,0,2,1,2,2,4,1,0,0,0,0
12398,12398,12398,12398,12398,12398,12398,10.05.2019 04:30,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0
12399,12399,12399,12399,12399,12399,12399,10.05.2019 04:45,0,0,3,0,0,0,0,0,1,1,1,2,0,0,0,3,0
12400,12400,12400,12400,12400,12400,12400,10.05.2019 05:00,1,3,0,1,0,0,2,0,0,1,2,3,2,0,0,1,4
12401,12401,12401,12401,12401,12401,12401,10.05.2019 05:15,2,6,2,0,2,2,1,1,0,2,8,10,0,0,1,2,8
12402,12402,12402,12402,12402,12402,12402,10.05.2019 05:30,3,4,9,2,3,1,0,0,0,9,10,19,0,2,2,11,7
12403,12403,12403,12403,12403,12403,12403,10.05.2019 05:45,5,2,8,10,7,1,4,2,12,14,3,17,4,6,5,18,7
12404,12404,12404,12404,12404,12404,12404,10.05.2019 06:00,8,4,10,4,0,1,6,6,3,17,27,44,2,3,13,14,12
12405,12405,12405,12405,12405,12405,12405,10.05.2019 06:15,13,4,12,7,4,1,6,6,6,26,10,36,10,3,12,19,17
12406,12406,12406,12406,12406,12406,12406,10.05.2019 06:30,11,7,23,16,6,0,9,15,9,43,34,77,6,6,16,39,18
12407,12407,12407,12407,12407,12407,12407,10.05.2019 06:45,6,4,22,14,8,3,16,12,12,36,47,83,8,12,35,36,10
12408,12408,12408,12408,12408,12408,12408,10.05.2019 07:00,11,11,31,25,9,9,11,18,23,68,46,114,13,30,44,56,22
12409,12409,12409,12409,12409,12409,12409,10.05.2019 07:15,6,15,33,33,12,18,15,30,41,72,57,129,18,29,50,66,21
12410,12410,12410,12410,12410,12410,12410,10.05.2019 07:30,23,16,47,32,14,12,23,35,30,99,99,198,23,42,49,79,39
12411,12411,12411,12411,12411,12411,12411,10.05.2019 07:45,19,14,59,44,7,8,36,41,54,104,140,244,16,60,76,103,33
12412,12412,12412,12412,12412,12412,12412,10.05.2019 08:00,18,7,45,42,12,11,21,58,36,73,98,171,14,35,67,87,25
12413,12413,12413,12413,12413,12413,12413,10.05.2019 08:15,5,7,50,69,10,18,34,28,38,80,88,168,7,30,80,119,12
12414,12414,12414,12414,12414,12414,12414,10.05.2019 08:30,5,11,47,44,10,10,13,41,39,77,63,140,18,25,74,91,16
12415,12415,12415,12415,12415,12415,12415,10.05.2019 08:45,8,11,51,29,7,7,18,24,28,64,75,139,16,24,77,80,19
12416,12416,12416,12416,12416,12416,12416,10.05.2019 09:00,2,6,25,21,3,1,10,25,16,51,46,97,10,6,47,46,8
12417,12417,12417,12417,12417,12417,12417,10.05.2019 09:15,6,2,20,16,1,1,11,11,14,38,48,86,7,14,36,36,8
12418,12418,12418,12418,12418,12418,12418,10.05.2019 09:30,4,10,16,15,3,2,12,14,16,25,67,92,9,27,27,31,14
12419,12419,12419,12419,12419,12419,12419,10.05.2019 09:45,12,1,14,10,3,4,10,10,12,41,55,96,7,14,25,24,13
12420,12420,12420,12420,12420,12420,12420,10.05.2019 10:00,5,2,8,7,3,5,10,12,8,23,45,68,4,23,26,15,7
12421,12421,12421,12421,12421,12421,12421,10.05.2019 10:15,4,1,10,4,3,3,11,3,6,18,50,68,1,18,14,14,5
12422,12422,12422,12422,12422,12422,12422,10.05.2019 10:30,4,2,8,6,8,1,5,12,10,24,37,61,3,21,9,14,6
12423,12423,12423,12423,12423,12423,12423,10.05.2019 10:45,4,1,11,4,0,3,7,11,9,34,52,86,10,19,16,15,5
12424,12424,12424,12424,12424,12424,12424,10.05.2019 11:00,3,5,5,6,10,4,12,15,11,19,46,65,8,10,18,11,8
12425,12425,12425,12425,12425,12425,12425,10.05.2019 11:15,2,5,4,9,30,4,9,6,11,25,38,63,6,17,21,13,7
12426,12426,12426,12426,12426,12426,12426,10.05.2019 11:30,1,3,13,5,1,4,16,8,11,25,51,76,17,23,13,18,4
12427,12427,12427,12427,12427,12427,12427,10.05.2019 11:45,4,1,8,5,3,6,13,9,18,26,41,67,10,10,27,13,5
12428,12428,12428,12428,12428,12428,12428,10.05.2019 12:00,2,4,11,9,5,6,13,12,13,31,66,97,11,19,24,20,6
12429,12429,12429,12429,12429,12429,12429,10.05.2019 12:15,2,3,23,6,3,4,17,24,8,25,54,79,6,10,27,29,5
12430,12430,12430,12430,12430,12430,12430,10.05.2019 12:30,6,2,17,13,3,6,23,13,9,29,70,99,10,15,30,30,8
12431,12431,12431,12431,12431,12431,12431,10.05.2019 12:45,4,6,13,11,5,11,22,12,21,47,59,106,10,19,23,24,10
12432,12432,12432,12432,12432,12432,12432,10.05.2019 13:00,15,4,21,15,1,13,11,14,21,44,69,113,9,29,31,36,19
12433,12433,12433,12433,12433,12433,12433,10.05.2019 13:15,9,3,27,17,8,16,20,16,26,20,87,107,19,40,41,44,12
12434,12434,12434,12434,12434,12434,12434,10.05.2019 13:30,7,1,25,22,10,10,16,21,30,37,93,130,14,20,40,47,8
12435,12435,12435,12435,12435,12435,12435,10.05.2019 13:45,3,5,25,15,11,15,21,32,23,39,80,119,15,20,31,40,8
12436,12436,12436,12436,12436,12436,12436,10.05.2019 14:00,12,3,28,18,8,5,16,21,19,37,84,121,12,24,31,46,15
12437,12437,12437,12437,12437,12437,12437,10.05.2019 14:15,9,4,44,20,9,11,19,30,30,32,89,121,16,20,40,64,13
12438,12438,12438,12438,12438,12438,12438,10.05.2019 14:30,11,2,28,20,10,17,10,31,26,40,100,140,19,34,50,48,13
12439,12439,12439,12439,12439,12439,12439,10.05.2019 14:45,13,6,38,24,8,2,24,25,30,29,106,135,15,31,53,62,19
12440,12440,12440,12440,12440,12440,12440,10.05.2019 15:00,13,10,39,20,9,14,17,28,29,41,121,162,22,47,46,59,23
12441,12441,12441,12441,12441,12441,12441,10.05.2019 15:15,20,12,35,42,7,18,11,40,54,43,100,143,21,42,66,77,32
12442,12442,12442,12442,12442,12442,12442,10.05.2019 15:30,22,8,27,29,12,12,19,41,42,44,99,143,26,44,58,56,30
12443,12443,12443,12443,12443,12443,12443,10.05.2019 15:45,15,5,35,31,13,12,22,44,44,47,93,140,29,15,70,66,20
12444,12444,12444,12444,12444,12444,12444,10.05.2019 16:00,25,12,27,27,11,11,24,47,39,45,125,170,21,31,63,54,37
12445,12445,12445,12445,12445,12445,12445,10.05.2019 16:15,15,11,38,24,17,14,23,46,45,51,104,155,29,49,57,62,26
12446,12446,12446,12446,12446,12446,12446,10.05.2019 16:30,16,8,41,26,20,22,15,39,69,82,126,208,22,45,73,67,24
12447,12447,12447,12447,12447,12447,12447,10.05.2019 16:45,19,12,41,28,14,24,19,26,58,63,110,173,19,64,60,69,31
12448,12448,12448,12448,12448,12448,12448,10.05.2019 17:00,23,8,30,24,15,27,18,34,38,46,122,168,23,40,76,54,31
12449,12449,12449,12449,12449,12449,12449,10.05.2019 17:15,17,14,26,21,13,18,21,34,45,46,136,182,20,52,75,47,31
12450,12450,12450,12450,12450,12450,12450,10.05.2019 17:30,26,8,44,25,20,11,16,42,38,51,121,172,29,44,58,69,34
12451,12451,12451,12451,12451,12451,12451,10.05.2019 17:45,16,9,38,23,13,17,22,37,51,67,116,183,25,33,75,61,25
12452,12452,12452,12452,12452,12452,12452,10.05.2019 18:00,20,11,37,41,9,10,16,31,46,42,117,159,19,42,52,78,31
12453,12453,12453,12453,12453,12453,12453,10.05.2019 18:15,12,6,24,19,15,15,13,38,45,74,106,180,15,57,63,43,18
12454,12454,12454,12454,12454,12454,12454,10.05.2019 18:30,10,2,20,21,3,13,15,36,33,62,103,165,22,44,44,41,12
12455,12455,12455,12455,12455,12455,12455,10.05.2019 18:45,11,7,21,16,10,11,5,26,36,53,104,157,20,36,49,37,18
12456,12456,12456,12456,12456,12456,12456,10.05.2019 19:00,14,2,21,30,6,20,17,15,48,34,82,116,20,42,31,51,16
12457,12457,12457,12457,12457,12457,12457,10.05.2019 19:15,13,7,20,18,1,9,15,24,32,49,72,121,13,37,31,38,20
12458,12458,12458,12458,12458,12458,12458,10.05.2019 19:30,12,7,15,14,5,10,10,21,32,46,75,121,16,33,36,29,19
12459,12459,12459,12459,12459,12459,12459,10.05.2019 19:45,12,5,9,11,7,2,8,20,19,44,74,118,12,27,28,20,17
12460,12460,12460,12460,12460,12460,12460,10.05.2019 20:00,4,4,21,10,3,6,14,18,23,44,54,98,11,33,21,31,8
12461,12461,12461,12461,12461,12461,12461,10.05.2019 20:15,14,4,8,7,3,5,10,16,21,30,55,85,6,19,23,15,18
12462,12462,12462,12462,12462,12462,12462,10.05.2019 20:30,2,3,13,11,3,3,3,8,15,35,55,90,15,31,27,24,5
12463,12463,12463,12463,12463,12463,12463,10.05.2019 20:45,4,3,9,6,2,4,7,11,15,34,58,92,9,20,20,15,7
12464,12464,12464,12464,12464,12464,12464,10.05.2019 21:00,4,3,13,9,1,1,6,6,15,29,39,68,4,11,12,22,7
12465,12465,12465,12465,12465,12465,12465,10.05.2019 21:15,3,5,7,7,1,10,7,8,12,32,41,73,6,13,10,14,8
12466,12466,12466,12466,12466,12466,12466,10.05.2019 21:30,2,1,5,3,0,3,2,8,6,15,31,46,5,3,10,8,3
12467,12467,12467,12467,12467,12467,12467,10.05.2019 21:45,2,0,6,3,0,1,7,4,2,10,29,39,5,9,9,9,2
12468,12468,12468,12468,12468,12468,12468,10.05.2019 22:00,1,0,7,3,0,2,10,0,6,21,30,51,6,6,5,10,1
12469,12469,12469,12469,12469,12469,12469,10.05.2019 22:15,1,0,3,4,0,2,6,5,9,22,23,45,1,7,8,7,1
12470,12470,12470,12470,12470,12470,12470,10.05.2019 22:30,1,2,1,2,0,2,10,2,5,19,29,48,5,10,3,3,3
12471,12471,12471,12471,12471,12471,12471,10.05.2019 22:45,1,4,3,4,0,4,10,4,2,28,27,55,1,7,4,7,5
12472,12472,12472,12472,12472,12472,12472,10.05.2019 23:00,1,0,5,4,0,2,1,1,2,18,47,65,0,4,11,9,1
12473,12473,12473,12473,12473,12473,12473,10.05.2019 23:15,4,1,2,4,0,0,6,2,3,11,23,34,1,4,5,6,5
12474,12474,12474,12474,12474,12474,12474,10.05.2019 23:30,1,2,4,1,0,0,9,4,1,5,37,42,0,0,1,5,3
12475,12475,12475,12475,12475,12475,12475,10.05.2019 23:45,0,1,0,0,0,0,6,1,1,9,23,32,3,2,4,0,1
12476,12476,12476,12476,12476,12476,12476,11.05.2019 00:00,1,0,2,2,0,1,6,1,1,4,19,23,2,4,2,4,1
12477,12477,12477,12477,12477,12477,12477,11.05.2019 00:15,2,1,0,1,0,1,8,1,0,10,22,32,0,5,1,1,3
12478,12478,12478,12478,12478,12478,12478,11.05.2019 00:30,0,0,0,0,2,1,4,3,3,13,12,25,1,1,0,0,0
12479,12479,12479,12479,12479,12479,12479,11.05.2019 00:45,2,0,0,1,0,0,0,1,1,6,17,23,1,3,4,1,2
12480,12480,12480,12480,12480,12480,12480,11.05.2019 01:00,1,0,4,1,0,1,0,0,1,12,7,19,1,1,0,5,1
12481,12481,12481,12481,12481,12481,12481,11.05.2019 01:15,1,0,1,4,2,0,4,0,0,7,7,14,0,0,2,5,1
12482,12482,12482,12482,12482,12482,12482,11.05.2019 01:30,0,2,3,0,0,0,1,0,2,2,9,11,0,2,1,3,2
12483,12483,12483,12483,12483,12483,12483,11.05.2019 01:45,0,0,0,0,0,3,6,0,0,4,14,18,0,0,0,0,0
12484,12484,12484,12484,12484,12484,12484,11.05.2019 02:00,0,0,0,0,0,1,0,0,0,1,7,8,0,2,1,0,0
12485,12485,12485,12485,12485,12485,12485,11.05.2019 02:15,0,0,0,0,0,0,5,0,0,2,4,6,0,0,0,0,0
12486,12486,12486,12486,12486,12486,12486,11.05.2019 02:30,0,0,0,0,0,0,2,0,1,1,4,5,0,2,0,0,0
12487,12487,12487,12487,12487,12487,12487,11.05.2019 02:45,0,0,0,0,0,0,0,0,2,1,4,5,1,1,0,0,0
12488,12488,12488,12488,12488,12488,12488,11.05.2019 03:00,1,0,0,0,0,0,2,0,1,1,5,6,0,1,0,0,1
12489,12489,12489,12489,12489,12489,12489,11.05.2019 03:15,4,0,0,2,0,0,3,0,1,0,4,4,0,0,0,2,4
12490,12490,12490,12490,12490,12490,12490,11.05.2019 03:30,0,0,0,0,0,0,1,0,0,2,3,5,0,0,0,0,0
12491,12491,12491,12491,12491,12491,12491,11.05.2019 03:45,0,0,0,0,0,1,2,0,0,5,3,8,0,0,0,0,0
12492,12492,12492,12492,12492,12492,12492,11.05.2019 04:00,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0
12493,12493,12493,12493,12493,12493,12493,11.05.2019 04:15,0,0,0,0,0,0,0,0,0,1,4,5,0,0,1,0,0
12494,12494,12494,12494,12494,12494,12494,11.05.2019 04:30,0,0,0,0,0,0,3,0,0,1,2,3,0,0,0,0,0
12495,12495,12495,12495,12495,12495,12495,11.05.2019 04:45,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,0
12496,12496,12496,12496,12496,12496,12496,11.05.2019 05:00,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12497,12497,12497,12497,12497,12497,12497,11.05.2019 05:15,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2
12498,12498,12498,12498,12498,12498,12498,11.05.2019 05:30,0,0,1,1,0,0,2,0,0,1,2,3,1,0,2,2,0
12499,12499,12499,12499,12499,12499,12499,11.05.2019 05:45,0,0,2,1,0,2,5,1,2,2,6,8,0,0,0,3,0
12500,12500,12500,12500,12500,12500,12500,11.05.2019 06:00,0,1,0,0,0,0,1,0,2,4,8,12,0,2,0,0,1
12501,12501,12501,12501,12501,12501,12501,11.05.2019 06:15,0,0,2,0,1,0,0,0,0,2,2,4,0,0,0,2,0
12502,12502,12502,12502,12502,12502,12502,11.05.2019 06:30,0,0,1,1,0,0,3,0,0,4,8,12,1,0,1,2,0
12503,12503,12503,12503,12503,12503,12503,11.05.2019 06:45,1,0,1,1,0,1,1,0,0,2,5,7,0,0,2,2,1
12504,12504,12504,12504,12504,12504,12504,11.05.2019 07:00,1,0,2,2,0,0,2,1,0,3,5,8,0,0,1,4,1
12505,12505,12505,12505,12505,12505,12505,11.05.2019 07:15,0,1,1,0,1,0,0,3,1,1,6,7,0,0,2,1,1
12506,12506,12506,12506,12506,12506,12506,11.05.2019 07:30,3,3,2,1,1,2,1,0,0,5,11,16,0,1,2,3,6
12507,12507,12507,12507,12507,12507,12507,11.05.2019 07:45,0,2,1,1,0,0,2,0,1,1,6,7,1,0,8,2,2
12508,12508,12508,12508,12508,12508,12508,11.05.2019 08:00,1,0,2,3,0,1,6,2,1,2,3,5,2,3,0,5,1
12509,12509,12509,12509,12509,12509,12509,11.05.2019 08:15,1,0,2,3,3,0,1,1,1,3,5,8,2,0,0,5,1
12510,12510,12510,12510,12510,12510,12510,11.05.2019 08:30,1,0,1,1,0,0,0,0,1,5,7,12,5,0,1,2,1
12511,12511,12511,12511,12511,12511,12511,11.05.2019 08:45,3,1,0,0,0,0,3,3,0,8,15,23,0,1,3,0,4
12512,12512,12512,12512,12512,12512,12512,11.05.2019 09:00,0,1,1,0,0,1,2,0,1,6,12,18,0,0,0,1,1
12513,12513,12513,12513,12513,12513,12513,11.05.2019 09:15,4,2,1,5,0,0,2,2,0,5,7,12,1,1,0,6,6
12514,12514,12514,12514,12514,12514,12514,11.05.2019 09:30,3,0,0,0,0,4,2,3,0,4,9,13,0,2,2,0,3
12515,12515,12515,12515,12515,12515,12515,11.05.2019 09:45,0,0,4,3,2,0,4,0,6,14,19,33,5,5,4,7,0
12516,12516,12516,12516,12516,12516,12516,11.05.2019 10:00,0,2,1,0,0,2,3,4,2,6,15,21,0,3,3,1,2
12517,12517,12517,12517,12517,12517,12517,11.05.2019 10:15,0,2,0,1,2,1,5,5,0,6,13,19,4,2,2,1,2
12518,12518,12518,12518,12518,12518,12518,11.05.2019 10:30,1,1,5,3,0,0,1,1,3,4,19,23,0,2,4,8,2
12519,12519,12519,12519,12519,12519,12519,11.05.2019 10:45,0,2,3,2,2,2,0,2,0,8,21,29,2,2,6,5,2
12520,12520,12520,12520,12520,12520,12520,11.05.2019 11:00,0,1,0,2,2,2,2,5,1,9,11,20,2,2,7,2,1
12521,12521,12521,12521,12521,12521,12521,11.05.2019 11:15,2,0,2,2,2,2,1,1,2,13,20,33,3,4,5,4,2
12522,12522,12522,12522,12522,12522,12522,11.05.2019 11:30,1,1,0,2,0,1,0,2,4,11,24,35,0,5,2,2,2
12523,12523,12523,12523,12523,12523,12523,11.05.2019 11:45,0,0,4,0,4,2,2,2,0,12,20,32,5,3,2,4,0
12524,12524,12524,12524,12524,12524,12524,11.05.2019 12:00,1,0,4,2,1,2,2,0,4,4,19,23,2,6,5,6,1
12525,12525,12525,12525,12525,12525,12525,11.05.2019 12:15,0,0,2,1,2,2,2,2,0,11,17,28,3,1,5,3,0
12526,12526,12526,12526,12526,12526,12526,11.05.2019 12:30,1,1,5,1,2,3,2,1,1,13,19,32,2,1,5,6,2
12527,12527,12527,12527,12527,12527,12527,11.05.2019 12:45,1,2,0,1,1,3,8,10,4,17,33,50,1,5,3,1,3
12528,12528,12528,12528,12528,12528,12528,11.05.2019 13:00,1,1,3,1,2,5,2,4,2,11,18,29,3,0,11,4,2
12529,12529,12529,12529,12529,12529,12529,11.05.2019 13:15,1,2,2,2,2,2,7,2,3,13,23,36,2,5,9,4,3
12530,12530,12530,12530,12530,12530,12530,11.05.2019 13:30,2,0,1,4,6,2,3,2,3,11,18,29,5,1,8,5,2
12531,12531,12531,12531,12531,12531,12531,11.05.2019 13:45,1,2,3,3,3,0,6,4,1,13,21,34,1,5,5,6,3
12532,12532,12532,12532,12532,12532,12532,11.05.2019 14:00,16,1,3,2,3,2,7,1,1,11,36,47,2,2,5,5,17
12533,12533,12533,12533,12533,12533,12533,11.05.2019 14:15,2,2,2,2,6,0,4,10,3,18,38,56,2,4,5,4,4
12534,12534,12534,12534,12534,12534,12534,11.05.2019 14:30,2,1,1,1,3,1,4,2,6,24,27,51,5,13,9,2,3
12535,12535,12535,12535,12535,12535,12535,11.05.2019 14:45,3,5,0,1,4,8,10,8,9,22,50,72,8,12,15,1,8
12536,12536,12536,12536,12536,12536,12536,11.05.2019 15:00,2,1,2,2,6,4,6,11,5,14,38,52,6,14,13,4,3
12537,12537,12537,12537,12537,12537,12537,11.05.2019 15:15,4,0,4,5,7,4,8,14,7,27,45,72,8,17,16,9,4
12538,12538,12538,12538,12538,12538,12538,11.05.2019 15:30,5,3,10,12,6,5,11,13,17,19,33,52,14,22,12,22,8
12539,12539,12539,12539,12539,12539,12539,11.05.2019 15:45,9,2,7,7,10,2,5,8,22,24,35,59,9,17,18,14,11
12540,12540,12540,12540,12540,12540,12540,11.05.2019 16:00,7,4,4,11,5,4,6,14,19,31,38,69,10,23,23,15,11
12541,12541,12541,12541,12541,12541,12541,11.05.2019 16:15,11,5,6,6,4,8,5,18,13,19,37,56,10,12,15,12,16
12542,12542,12542,12542,12542,12542,12542,11.05.2019 16:30,6,2,3,7,3,9,7,6,14,25,52,77,9,18,11,10,8
12543,12543,12543,12543,12543,12543,12543,11.05.2019 16:45,9,7,4,8,6,7,10,6,26,21,47,68,7,22,21,12,16
12544,12544,12544,12544,12544,12544,12544,11.05.2019 17:00,4,2,14,7,9,10,9,9,14,28,50,78,5,25,19,21,6
12545,12545,12545,12545,12545,12545,12545,11.05.2019 17:15,8,4,9,10,2,6,11,13,18,23,47,70,8,22,21,19,12
12546,12546,12546,12546,12546,12546,12546,11.05.2019 17:30,2,2,3,12,3,9,7,14,26,23,57,80,10,24,24,15,4
12547,12547,12547,12547,12547,12547,12547,11.05.2019 17:45,13,7,12,13,8,10,6,21,28,30,49,79,14,23,27,25,20
12548,12548,12548,12548,12548,12548,12548,11.05.2019 18:00,4,5,4,12,1,11,2,15,24,37,53,90,19,30,27,16,9
12549,12549,12549,12549,12549,12549,12549,11.05.2019 18:15,6,6,7,4,3,7,10,28,13,31,53,84,14,19,26,11,12
12550,12550,12550,12550,12550,12550,12550,11.05.2019 18:30,7,1,9,10,4,6,8,15,15,28,53,81,12,12,32,19,8
12551,12551,12551,12551,12551,12551,12551,11.05.2019 18:45,4,6,3,12,11,2,5,15,12,24,54,78,16,17,23,15,10
12552,12552,12552,12552,12552,12552,12552,11.05.2019 19:00,4,1,9,3,7,4,15,10,16,25,41,66,9,20,21,12,5
12553,12553,12553,12553,12553,12553,12553,11.05.2019 19:15,3,0,3,4,2,13,2,6,11,39,44,83,9,21,16,7,3
12554,12554,12554,12554,12554,12554,12554,11.05.2019 19:30,8,3,11,4,2,3,4,2,16,30,31,61,3,14,13,15,11
12555,12555,12555,12555,12555,12555,12555,11.05.2019 19:45,5,1,10,4,1,5,9,5,14,25,50,75,4,19,18,14,6
12556,12556,12556,12556,12556,12556,12556,11.05.2019 20:00,9,2,7,4,6,0,6,11,9,17,45,62,3,13,8,11,11
12557,12557,12557,12557,12557,12557,12557,11.05.2019 20:15,4,0,7,5,2,4,5,2,8,27,26,53,2,19,6,12,4
12558,12558,12558,12558,12558,12558,12558,11.05.2019 20:30,2,2,4,3,0,3,1,5,9,23,24,47,4,8,12,7,4
12559,12559,12559,12559,12559,12559,12559,11.05.2019 20:45,3,3,4,3,0,6,4,4,5,22,24,46,3,6,11,7,6
12560,12560,12560,12560,12560,12560,12560,11.05.2019 21:00,2,0,3,5,3,4,6,3,9,18,19,37,0,12,4,8,2
12561,12561,12561,12561,12561,12561,12561,11.05.2019 21:15,4,1,1,7,4,1,4,4,6,10,22,32,3,4,5,8,5
12562,12562,12562,12562,12562,12562,12562,11.05.2019 21:30,1,1,1,1,0,0,1,8,1,13,22,35,2,0,5,2,2
12563,12563,12563,12563,12563,12563,12563,11.05.2019 21:45,2,0,0,0,1,3,3,4,5,18,9,27,3,1,5,0,2
12564,12564,12564,12564,12564,12564,12564,11.05.2019 22:00,4,3,2,0,0,3,0,4,1,12,22,34,2,6,6,2,7
12565,12565,12565,12565,12565,12565,12565,11.05.2019 22:15,2,0,4,4,1,1,5,3,3,15,30,45,0,4,5,8,2
12566,12566,12566,12566,12566,12566,12566,11.05.2019 22:30,1,0,0,1,1,0,7,0,6,10,23,33,1,3,2,1,1
12567,12567,12567,12567,12567,12567,12567,11.05.2019 22:45,1,0,6,1,1,0,3,1,2,9,26,35,0,1,6,7,1
12568,12568,12568,12568,12568,12568,12568,11.05.2019 23:00,0,3,3,0,1,0,3,1,3,11,28,39,0,4,5,3,3
12569,12569,12569,12569,12569,12569,12569,11.05.2019 23:15,0,0,2,2,0,4,1,2,4,11,37,48,1,6,1,4,0
12570,12570,12570,12570,12570,12570,12570,11.05.2019 23:30,0,0,2,1,1,0,8,3,4,8,17,25,2,3,3,3,0
12571,12571,12571,12571,12571,12571,12571,11.05.2019 23:45,0,0,2,0,1,1,3,0,0,4,22,26,2,0,2,2,0
12572,12572,12572,12572,12572,12572,12572,12.05.2019 00:00,0,0,4,0,0,0,0,0,2,7,18,25,2,2,0,4,0
12573,12573,12573,12573,12573,12573,12573,12.05.2019 00:15,0,2,3,0,0,0,3,0,6,12,12,24,0,6,2,3,2
12574,12574,12574,12574,12574,12574,12574,12.05.2019 00:30,0,0,2,4,0,0,3,1,3,6,21,27,1,6,2,6,0
12575,12575,12575,12575,12575,12575,12575,12.05.2019 00:45,2,0,5,1,0,0,4,0,5,8,8,16,0,3,2,6,2
12576,12576,12576,12576,12576,12576,12576,12.05.2019 01:00,0,0,0,2,0,0,1,0,3,12,15,27,1,4,2,2,0
12577,12577,12577,12577,12577,12577,12577,12.05.2019 01:15,0,0,0,0,0,1,2,0,1,9,11,20,0,2,0,0,0
12578,12578,12578,12578,12578,12578,12578,12.05.2019 01:30,0,0,1,1,0,1,3,0,0,6,12,18,0,3,0,2,0
12579,12579,12579,12579,12579,12579,12579,12.05.2019 01:45,0,1,0,0,0,1,0,1,1,2,14,16,0,2,0,0,1
12580,12580,12580,12580,12580,12580,12580,12.05.2019 02:00,2,0,0,0,0,0,2,0,1,1,6,7,0,0,1,0,2
12581,12581,12581,12581,12581,12581,12581,12.05.2019 02:15,4,0,0,0,0,0,4,0,0,3,7,10,1,0,0,0,4
12582,12582,12582,12582,12582,12582,12582,12.05.2019 02:30,0,1,0,0,0,0,0,0,0,3,4,7,0,0,0,0,1
12583,12583,12583,12583,12583,12583,12583,12.05.2019 02:45,1,0,0,0,0,1,4,0,0,4,9,13,0,1,3,0,1
12584,12584,12584,12584,12584,12584,12584,12.05.2019 03:00,0,0,0,0,0,0,1,1,0,1,5,6,0,0,1,0,0
12585,12585,12585,12585,12585,12585,12585,12.05.2019 03:15,0,0,0,1,0,0,2,0,1,1,3,4,1,0,0,1,0
12586,12586,12586,12586,12586,12586,12586,12.05.2019 03:30,1,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,1
12587,12587,12587,12587,12587,12587,12587,12.05.2019 03:45,0,0,0,0,0,0,1,0,1,1,3,4,0,2,0,0,0
12588,12588,12588,12588,12588,12588,12588,12.05.2019 04:00,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0
12589,12589,12589,12589,12589,12589,12589,12.05.2019 04:15,0,0,0,0,0,0,3,0,0,1,8,9,0,0,0,0,0
12590,12590,12590,12590,12590,12590,12590,12.05.2019 04:30,0,0,0,1,0,0,0,0,0,1,6,7,0,0,0,1,0
12591,12591,12591,12591,12591,12591,12591,12.05.2019 04:45,0,0,0,0,0,0,1,0,1,0,3,3,0,1,0,0,0
12592,12592,12592,12592,12592,12592,12592,12.05.2019 05:00,0,0,0,0,0,0,0,0,0,3,2,5,1,1,0,0,0
12593,12593,12593,12593,12593,12593,12593,12.05.2019 05:15,0,0,4,0,0,2,1,1,2,1,1,2,0,0,0,4,0
12594,12594,12594,12594,12594,12594,12594,12.05.2019 05:30,0,0,1,2,0,0,0,1,0,2,6,8,0,0,2,3,0
12595,12595,12595,12595,12595,12595,12595,12.05.2019 05:45,1,2,1,1,0,1,2,0,0,1,2,3,0,1,0,2,3
12596,12596,12596,12596,12596,12596,12596,12.05.2019 06:00,1,1,0,1,0,0,2,2,1,4,2,6,0,1,0,1,2
12597,12597,12597,12597,12597,12597,12597,12.05.2019 06:15,0,0,2,0,0,0,2,0,2,6,2,8,1,2,0,2,0
12598,12598,12598,12598,12598,12598,12598,12.05.2019 06:30,0,1,1,1,0,0,1,0,0,1,4,5,2,2,2,2,1
12599,12599,12599,12599,12599,12599,12599,12.05.2019 06:45,0,0,0,2,0,0,0,3,5,3,5,8,0,1,5,2,0
12600,12600,12600,12600,12600,12600,12600,12.05.2019 07:00,0,0,2,8,0,1,1,8,0,2,6,8,0,2,0,10,0
